ID	ROOT	ROOT_NTWS	ROOT_1	LEMMA	LEMMA_SEARCH	FORM	LEMMA_BW	FORM_BW	CAPHI++	ANALYSIS	GLOSS	GLOSS_MSA	EXAMPLE_USAGE	NOTES	SOURCE	ANNOTATOR
10882	ذ.ي.ل		ذ	ذَيل	ذيل	ذْيَال	*ayl	*oyaAl	D y aa l	NOUN:MS	It_is_the_lower_back_part_of_the_garment_when_it's_dragged.	هو الجزء الخلفي الأسفل من الثوب؛ وأصلها اللغوي (ذيل) وجمعها أذيال، أي ما جر من الثوب إِذا سبل.	توسخ الفستان من الذيال روحي امسحيه			كرمل سرابطة
10883	ذ.ي.ل		ذ	ذَيل	ذيل	ذْيُول	*ayl	*oyuwl	D y uu l	NOUN:P	tail		إِذا بتنتبه عليهم ذيولهم مقطوعة			شهد دعباس
10884	ذ.ي.ل		ذ	ذَيل	ذيل	بيِلْعَب بْذَيلُه	*ayl	byiloEab bo*ayluh	b y i l 3 a b # b D ee l o	NOUN:PHRASE	cheat_on_sb	يخون	أحكيلها انه جوزها بيلْعَب بذِيلُه ومتجوز عليها المعلمة بمخيم عسكر؟			شهد دعباس
10885	ذ.ي.ل		ذ	ذَيل	ذيل	أَيْلُول ذَيلُه مَبْلُول	*ayl	>ayoluwl *ayluh maboluwl	2 a y l uu l # D ee l o # m a b l uu l	NOUN:PHRASE	It_is_an_idiomatic_expression_that_means__that_the_rains_start_to_fall_by_the_end_of_September	تبدأ الأمطار أواخر سبتمبر				شهد دعباس
10886	ذ.ي.ل		ذ	ذَيل	ذيل	بذْيَال	*ayl	b*oyaAl	b i D y aa l	NOUN:PHRASE	around_(something,_place)	حول ( مكان ما، شيء ما)	روح ساعد ستك هيها بذيال الدار عن الزتونات		جنين	عمر سعدي
10887	ذ.ي.ل		ذ	ذَيَّل	ذيل	ذَيِّل	*ay~al	*ay~il	D a y y i l	VERB:C	add_the_lower_back_part_of_the_garment_(sewing);add_the_footer_of_the_page_(writing)_[auto]					شهد دعباس
10888	ذ.ي.ل		ذ	ذَيَّل	ذيل	يذَيِّل	*ay~al	y*ay~il	y D a y y i l	VERB:I	add_the_lower_back_part_of_the_garment_(sewing);add_the_footer_of_the_page_(writing)					شهد دعباس
10889	ذ.ي.ل		ذ	ذَيَّل	ذيل	ذَيَّل	*ay~al	*ay~al	D a y y a l	VERB:P	add_the_lower_back_part_of_the_garment_(sewing);add_the_footer_of_the_page_(writing)_[auto]					شهد دعباس
10890	ر.ء.س		ر	رَئِيسِي	رئيسي	رَئِيسِي	ra}iysiy	ra}iysiy	r a 2 ii s i	ADJ:MS	main;principal					شهد دعباس
10891	ر.ء.س		ر	مِتْمَرْيِس	متمريس	مِتْمَرْيِس	mitomaroyis	mitomaroyis	m i t m a r y i s	NOUN_ACT:MS	acting_as_a_leader_and_patronizing_people;bossing_around_sb		وعشو يا أخوي مِتْمَرْيِس علينا	Negative		شهد دعباس
10892	ر.ء.س		ر	مْرَيِّس	مريس	مْرَيِّس	moray~is	moray~is	m r a y y i s	NOUN_ACT:MS	acting_as_a_leader_and_patronizing_people		لوتشوفه كيف بقى مْرَيِّس وجاعِص	Negative		شهد دعباس
10893	ر.ء.س		ر	رْوَيسِة	رويسة	رْوَيسِة	rowaysip	rowaysip	r w ee s e	NOUN:FS	black_silk_headband	عصبة رأس مصنوعة من الحرير ولونها أسود				شهد دعباس
10894	ر.ء.س		ر	رِئَاسِة	رئاسة	رِئَاسِة	ri}aAsip	ri}aAsip	r i 2 aa s e	NOUN:FS	presidency	رِئاسَة	فترة رئاسته طولت بدوش يحل عنّا			شهد دعباس
10895	ر.ء.س		ر	رَئِيس	رئيس	رَئِيس	ra}iys	ra}iys	r a 2 ii s	NOUN:MS	president	رئيس	عملوا قمة بالرياض وراحوا عليها أغلب رؤَساء الدول العربية_[auto]			شهد دعباس
10896	ر.ء.س		ر	رَاس	راس	رَاس	raAs	raAs	r aa s	NOUN:MS	head	رأس	بتيجي بتاخذ مصروفك أنت وأمك واخوتك راسكل شهر_[auto]			شهد دعباس
10897	ر.ء.س		ر	رَاس	راس	رَاس	raAs	raAs	r aa s	NOUN:MS	beginning	بداية	بتيجي بتاخذ مصروفك أنت وأمك واخوتك راس كل شهر			شهد دعباس
10898	ر.ء.س		ر	رَئِيس	رئيس	رُؤَسَاء	ra}iys	ru&asaA'	r u 2 a s aa 2	NOUN:P	president_[auto]		عملوا قمة بالرياض وراحوا عليها أغلب رؤَساء الدول العربية			شهد دعباس
10899	ر.ء.س		ر	رَاس	راس	رُوس	raAs	ruws	r uu s	NOUN:P	head					شهد دعباس
10900	ر.ء.س		ر	رْوَيسِة	رويسة	رَوَايِس	rowaysip	rawaAyis	r a w aa y i s	NOUN:P	black_silk_headband_[auto]					شهد دعباس
10901	ر.ء.س		ر	رَاس	راس	رِكِب رَاسُه	raAs	rikib raAsuh	r i K i b # r aa s o	NOUN:PHRASE	be_stubborn	يُعانِد	رِكِب راسُه الا بده هو اللي يطلع عاللوج وينقِّطها			شهد دعباس
10902	ر.ء.س		ر	رَاس	راس	وَقّف عرَاسه	raAs	waq~f EraAsh	w a Q Q a f # 3 a r aa s o	NOUN:PHRASE	supervise_sb's_work;oversee_sb's_work_closely					شهد دعباس
10903	ر.ء.س		ر	رَاس	راس	عَبَّى رَاس	raAs	Eab~aY raAs	3 a b b a # r aa s o	NOUN:PHRASE	be_satiated;be_full		خلاص هو هلا أكل وعبَّى راسه!			شهد دعباس
10904	ر.ء.س		ر	رَاس	راس	كِبِر رَاسُه	raAs	kibir raAsuh	K i b i r # r aa s o	NOUN:PHRASE	become_arrogant_because_so_many_people_complimented_him		كِبِر راسُه قد ما مدحوه			شهد دعباس
10905	ر.ء.س		ر	رَاس	راس	قد شعر رَاسَك	raAs	qd $Er raAsak	Q a d d # sh a 3 a r # r aa s a k	NOUN:PHRASE	a_lot_of;a_plethora_of	الكثير من	ولََّّدِت نسوان قَد شَعَر راسَك			شهد دعباس
10906	ر.ء.س		ر	رَاس	راس	كسَّر رَاسُه	raAs	ks~ar raAsuh	k a s s a r # r aa s o	NOUN:PHRASE	hold_sb_back_/to_teach_sb_a_lesson		ابنه و كسَّر راسُه وهو حر فيه أنت شو خصك؟			شهد دعباس
10907	ر.ء.س		ر	رَاس	راس	بْيِرْفَع الرَّاس	raAs	boyirofaE Alr~aAs	b i r f a 3 # 2 i r r aa s	NOUN:PHRASE	It_is_an_idiomatic_expression_that_means_that_sth_is_meritorious;of_a_high-quality	تعبير مجازي يُقْصَد به أنّ شيئاً ما يدعو للفخر ويستحق الثناء	والله شي بِرْفَع الرّاس			شهد دعباس
10908	ر.ء.س		ر	رَاس	راس	وِقِع الفَاس بِالرَّاس	raAs	wiqiE AlfaAs biAlr~aAs	w i Q i 3 # 2 i l f aa s # b i r r aa s	NOUN:PHRASE	(It_is_an_idiomatic_expression_that_means_that_the_die_is_cast);a_bad_event_has_happened_or_a_bad_decision_has_been_taken_that_cannot_be_changed	حصلت المصيبة ولا مفر منها	لما وِقِع الفاس بالرّاس تعال الحق يا صلاح			شهد دعباس
10909	ر.ء.س		ر	رَاس	راس	حَرَق رَاسُه	raAs	Haraq raAsuh	7 a r a Q # r aa s o	NOUN:PHRASE	be_incandescent_with_rage	غضب بشدة	حَرَق راسُه منظر الزلام حوالينها بقى بده يذبحها من القتل			شهد دعباس
10910	ر.ء.س		ر	رَاس	راس	فَتَحَت بِرَاسِي طَاقَة	raAs	fataHat biraAsiy TaAqap	f a t a 7 a t # b r aa s i # t. aa q a	NOUN:PHRASE	bother_sb_with_repeated_requests_or_complaints	يزعج شخص	اجت عنا ويا الله فَتَحَت براسِي طاقَة وهي تشكي عن جوزها			شهد دعباس
10911	ر.ء.س		ر	رَاس	راس	أَكل رَاسي	raAs	>akl raAsy	2 a k a l # r aa s i	NOUN:PHRASE	bother_sb_with_repeated_requests_or_complaints	يزعج شخص	أَكَل راسي بموضو ع الأرض خلاص احكيله يحل عني			شهد دعباس
10912	ر.ء.س		ر	رَاس	راس	قلب طَاقية رَاسك	raAs	qlb TaAqyp raAsk	Q a l a b # t. aa q i y y e t # r aa s o	NOUN:PHRASE	turn_sb's_head;influence_sb's_opinion	يؤثر على رأي شخص	والله شكله في حدا قَلَب طاقِيِّة راسك تمنِّك يطلت تتجوز الثانية			شهد دعباس
10913	ر.ء.س		ر	رَاس	راس	دق رَاسك بَالحيط	raAs	dq raAsk baAlHyT	d u q q # r aa s a k # b i l 7 ee t.	NOUN:PHRASE	go_and_fly_a_kite	افعل ما يحلو لك	مش عاجبك روح دُق راسَك بالحيط			شهد دعباس
10914	ر.ء.س		ر	رَاس	راس	اُخبط رَاسك بَالحيط	raAs	AuxbT raAsk baAlHyT	2 u kh b u t. # r aa s a k # b i l 7 ee t.	NOUN:PHRASE	go_and_fly_a_kite	افعل ما يحلو لك	اخْبُط راسك بالحِيط ما حدا مهتم برأيك من الأساس			شهد دعباس
10915	ر.ء.س		ر	رَاس	راس	طبخ رَاسي	raAs	Tbx raAsy	t. a b a kh # r aa s i	NOUN:PHRASE	bother_sb	يزعج شخص	طَبَخ راسِي بقصص كناينه اللي ما بتخلص			شهد دعباس
10916	ر.ء.س		ر	رَاس	راس	عَبَّى رَاس	raAs	Eab~aY raAs	3 a b b a # r aa s o	NOUN:PHRASE	turn_sb's_head	يؤثر على رأي شخص	الله لا يوفقه اللي عبَّى راس أبوي علي			شهد دعباس
10917	ر.ء.س		ر	رَاس	راس	حِلّ عن رَاسي	raAs	Hil~ En raAsy	7 i l l # 3 a n  # r aa s i	NOUN:PHRASE	get_off_my_back	اغرب عن وجهي	حِل عَن راسِي, بكفِّي!			شهد دعباس
10918	ر.ء.س		ر	رَاس	راس	كبَّر رَاس	raAs	kb~ar raAs	K a b b a r # r aa s	NOUN:PHRASE	insist_on_sth	يصِر على شَيْء	هو كَبَّر راس وكان رافض إِنُّه يعتذر أو يدخل بصلحة			شهد دعباس
10919	ر.ء.س		ر	رَاس	راس	كبِّر رَاسك	raAs	kb~ir raAsk	K a b b i r # r aa s a k	NOUN:PHRASE	avoid_trivialities	يتجنَّب التَّفاهات	يا عمي كَبِّر راسَك بضل ابن أخوك وولد صغير بدك تحط مخك من مخ ولد ضغير			شهد دعباس
10920	ر.ء.س		ر	رَاس	راس	يوقع عَرَاسُه غز	raAs	ywqE EaraAsuh gz	y uu Q a 3 # 3 a r aa s o # gh a z z	NOUN:PHRASE	sb_will_fall_down_(It_is_an_idiomatic_expression_that_means_that_sb_will_be_punished_for_sth_bad_he_has_done)	سيعاقب بسبب عمل سيئ قام به	هاد ابنك كْتِيردَبْلِة والله بكرة غير يُوقَع ْعراسُه غَز			شهد دعباس
10921	ر.ء.س		ر	رَاس	راس	رَاس العصفور	raAs	raAs AlESfwr	r aa s # 2 i l 3 a s. f uu r	NOUN:PHRASE	cubed_meat		وصيت اللحام عنص كيلو لحمة راس العَصْفُور عشان نعمل باميا بكرة		الضفة الغربية	شهد دعباس
10922	ر.ء.س		ر	رَاس	راس	وقعت برَاسُه	raAs	wqEt braAsuh	w i Q 3 a t # b r aa s o	NOUN:PHRASE	sb_was_made_a_scapegoat_for_what_happened	جعل شخص كبش فداء	القصة كلها وِقْعَت براسُه			شهد دعباس
10923	ر.ء.س		ر	رَاس	راس	مَا حدَا بيطلع معه برَاس	raAs	maA HdaA byTlE mEh braAs	m aa # 7 a d a # b i t. l a 3 # m a 3 o # b r aa s	NOUN:PHRASE	closed-mind_/_headstrong	عَقِل منغَلِق لا يقبَّل آراء جديدة - عنيد	ابنك مُخُّه خُزُق وما حدا بِطْلَع معُه بْراس			شهد دعباس
10924	ر.ء.س		ر	رَاس	راس	بيوكلوَا رَاس الحية	raAs	bywklwaA raAs AlHyp	b oo k l u # r aa s # 2 i l 7 a y y e	NOUN:PHRASE	They_eat_the_snake's_head_(It_is_an_idiomatic_expression_that_means_that_sb_is_too_poor_that_he_is_willing_to_eat_anything)	مستعدين أن يأكلوا أي شيئ من أجل أن يسدوا جوعهم	وضعهم عباب الله بيوكِلُوا راس الحَيِّة من الجوع			شهد دعباس
10925	ر.ء.س		ر	رَاس	راس	قَمَاقِير رَاسِي	raAs	qamaAqiyr raAsiy	q a m a q ii r # r aa s i	NOUN:PHRASE	It_is_an_idiomatic_expression_that_means_to_shout_very_loudly	يصرخ بأعلى صوته	بس شفت الجردون صرت بدي أتشعبط الطاقة وصيحت من قَماقِير راسِي		طولكرم	شهد دعباس
10926	ر.ء.س		ر	رَاس	راس	رَاس برَاس	raAs	raAs braAs	r aa s # i b r aa s	NOUN:PHRASE	one-to-one_relationship	علاقة متكافئة أو متساوية	طلعن الكوسايات مع الباذنجانات راس بْراس			شهد دعباس
10927	ر.ء.س		ر	رَاس	راس	فوق رُوسْهم	raAs	fwq ruwsohm	f oo Q # r uu s h u m	NOUN:PHRASE	It_is_an_idiomatic_expression_that_means_that_sb_broke_into_a_place_and_destroyed_the_tools_an_equipment,_while_the_people_are_in_the_place	وقع التدمير أثناء وجود أصحاب المكان والآلات والأدوات	إِجى عنترة وكسَر المحل فوق روسهم			شهد دعباس
10928	ر.ء.س		ر	رَاس	راس	جلدة رَاسُه خميله	raAs	jldp raAsuh xmylh	J i l d e t # r aa s o # kh a m ii l e	NOUN:PHRASE	dim-witted	بطيء الفهم				شهد دعباس
10929	ر.ء.س		ر	رَاس	راس	رَاسُه يَابس	raAs	raAsuh yaAbs	r aa s o # y aa b i s	NOUN:PHRASE	stubborn	عنيد	وسام راسه يابس واللي بده اياه بيعمله غصب عن الكل			عمر سعدي
10930	ر.ء.س		ر	رَاس	راس	قَام الدنيَا عرَاسْهَا	raAs	qaAm AldnyaA EraAsohaA	Q aa m # 2 i d d u n y a # 3 a r aa s h a	NOUN:PHRASE	be_angry_with_sb		قام الدُّنيا عَراسْها بس دري إِنْها حامِل			شهد دعباس
10931	ر.ء.س		ر	رَاس	راس	لعب برَاسُه	raAs	lEb braAsuh	l i 3 i b # b r aa s o	NOUN:PHRASE	turn_sb's_head	يؤثر على رأي شخص	أبوكم مش عوايده, في حدا لَِعِب يراسُه عالأكيد		جنين > قرى	شهد دعباس
10932	ر.ء.س		ر	رَاس	راس	اِطلع من رَاسي	raAs	AiTlE mn raAsy	2 i t. l a 3 # m i n # r aa s i	NOUN:PHRASE	get_off_my_back	اغرب عن وجهي	اطلَع من راسِي محمد. مش فايقتلك ولا رايقتلك.			شهد دعباس
10933	ر.ء.س		ر	رَاس	راس	رَاس الكَوم	raAs	raAs Alkawm	r aa s # 2 i l k oo m	NOUN:PHRASE	best_of_the_best;creme_de_la_creme	نُخْبة النخبة	نقيت الكوسايات من راس الكوم			شهد دعباس
10934	ر.ء.س		ر	رَاس	راس	يجَمِّع رَاسَين بالحَلال	raAs	yjam~iE raAsayn bAlHalAl	y J a m m i 3 # r aa s ee n # b i l 7 a l aa l	NOUN:PHRASE	introduce_two_people_to_each_other_in_order_to_marry_them_off		فش أحلى من إنه الواحد يجَمِّع راسَين بالحَلال			شهد دعباس
10935	ر.ء.س		ر	رَاس	راس	بَحُطُّه فَوق رَاسِي	raAs	baHuT~uh fawq raAsiy	b a 7 u t. t. o # f oo Q # r aa s i	NOUN:PHRASE	show_deep_respect_towards_sb		المؤدب بَحُطُّه فَوق راسِي			شهد دعباس
10936	ر.ء.س		ر	رَاس	راس	عَلَى رَاسِي	raAs	EalaY raAsiy	3 a l a # r aa s i	NOUN:PHRASE	it_is_a_very_polite_way_of_saying_"yes"_to_sb's_request;show_deep_respect_towards_sb		-جيبلي نفس أرجيلة ياولد! -"عَلَى راسِي"			شهد دعباس
10937	ر.ء.س		ر	رَاس	راس	عَلَى رَاسِي مِن فَوق	raAs	EalaY raAsiy min fawq	3 a l a # r aa s i # m i n # f oo Q	NOUN:PHRASE	show_deep_respect_towards_sb		أنت وكل عيلتك عَلَى راسِي مِن فَوق			شهد دعباس
10938	ر.ء.س		ر	رَأَس	رأس	اِرْأَس	ra>as	Airo>as	2 i r 2 a s	VERB:C	chair;head_[auto]					شهد دعباس
10939	ر.ء.س		ر	تْرَأَّس	ترأس	اِتْرَأَّس	tora>~as	Aitora>~as	2 i t r a 2 2 a s	VERB:C	chair;head_[auto]					شهد دعباس
10940	ر.ء.س		ر	تْمَرْيَس	تمريس	اِتْمَرْيَس	tomaroyas	Aitomaroyas	2 i t m a r y a s	VERB:C	act_as_a_leader_and_patronize_people;boss_around_sb_[auto]					شهد دعباس
10941	ر.ء.س		ر	رَأَس	رأس	يِرْأَس	ra>as	yiro>as	y i r 2 a s	VERB:I	chair;head	يَرأَس#يترأَّس				شهد دعباس
10942	ر.ء.س		ر	تْرَأَّس	ترأس	يِتْرَأَّس	tora>~as	yitora>~as	y i t r a 2 2 a s	VERB:I	chair;head	يَرأَس#يترأَّس				شهد دعباس
10943	ر.ء.س		ر	تْمَرْيَس	تمريس	يِتْمَرْيَس	tomaroyas	yitomaroyas	y i t m a r y a s	VERB:I	act_as_a_leader_and_patronize_people;boss_around_sb		هو مدشِّر كل هالمدارس وجاي يِتْمَرْيَس علينا			شهد دعباس
10944	ر.ء.س		ر	رَيِّس	ريس	رَيِّس	ray~is	ray~is	r a y y i s	ADJ:MS	captain;chief;boss;head;president;boss					شهد دعباس
10945	ر.ء.س		ر	رَأَس	رأس	رَأَس	ra>as	ra>as	r a 2 a s	VERB:P	chair;head_[auto]					شهد دعباس
10946	ر.ء.س		ر	تْرَأَّس	ترأس	تْرَأَّس	tora>~as	tora>~as	t r a 2 2 a s	VERB:P	chair;head_[auto]		أحمد الطيطي هو اللي تْرأَّس مجلس إِدارة الشركة			شهد دعباس
10947	ر.ء.س		ر	تْمَرْيَس	تمريس	تْمَرْيَس	tomaroyas	tomaroyas	t m a r y a s	VERB:P	act_as_a_leader_and_patronize_people;boss_around_sb_[auto]					شهد دعباس
10948	ر.ء.ف		ر	رَؤُوف	رؤوف	رَؤُوف	ra&uwf	ra&uwf	r a 2 uu f	ADJ:MS	merciful;compassionate	رَحيم#رَؤوف	ادعيه باسم الرَّحمن، الرحيم، الرَّؤوف، الكريم			شهد دعباس
10949	ر.ء.ف		ر	رَأْفِة	رأفة	رَأْفِة	ra>ofip	ra>ofip	r a 2 f e	NOUN:FS	mercy;compassion	رأفَة	كانوا بقتلوا النسوان والأطفال بدون رأفِة أو رحمة			شهد دعباس
10950	ر.ء.ف		ر	تْرَأّف	ترأف	اِتْرَأّف	tora>~f	Aitora>~f	2 i t r a 2 2 a f	VERB:C	be_merciful_to;be_compassionate_to_[auto]					شهد دعباس
10951	ر.ء.ف		ر	رِئِف	رئف	اِرْأَف	ri}if	Airo>af	2 i r 2 a f	VERB:C	be_merciful_to;be_compassionate_to_[auto]		اِرْأف بحالتي والله مابقدر أعلِّق عرجلي هيك			شهد دعباس
10952	ر.ء.ف		ر	رِئِف	رئف	يِرْأَف	ri}if	yiro>af	y i r 2 a f	VERB:I	be_merciful_to;be_compassionate_to	يَرْأف#يرحَم				شهد دعباس
10953	ر.ء.ف		ر	تْرَأّف	ترأف	يِتْرَأّف	tora>~f	yitora>~f	y i t r a 2 2 a f	VERB:I	be_merciful_to;be_compassionate_to	يَرْأف#يرحَم	خليه يِتْرَأّف بحالنا شوي والله إِحنا غلبانين وعباب الله			شهد دعباس
10954	ر.ء.ف		ر	رِئِف	رئف	رِئِف	ri}if	ri}if	r i 2 i f	VERB:P	be_merciful_to;be_compassionate_to_[auto]					شهد دعباس
10955	ر.ء.ف		ر	تْرَأّف	ترأف	تْرَأّف	tora>~f	tora>~f	t r a 2 2 a f	VERB:P	be_merciful_to;be_compassionate_to_[auto]					شهد دعباس
10956	ر.ء.ي		ر	رُؤيَة	رؤية	رُؤيَة	ru&yap	ru&yap	r u 2 y a	NOUN:FS	vision	رُؤيَة	هاد زلمة عنده رُؤيَة وخطط مستقبلية			شهد دعباس
10957	ر.ء.ي		ر	رُؤيَا	رؤيا	رُؤيَا	ru&yaA	ru&yaA	r u 2 y a	NOUN:FS	dream	حُلْم				شهد دعباس
10958	ر.ء.ي		ر	رَأي	رأي	رَأي	ra>y	ra>y	r a 2 i	NOUN:MS	opinion;view		ما حدش طلب رأيك يا مراد			شهد دعباس
10959	ر.ء.ي		ر	رَأي	رأي	آرَاء	ra>y	|raA'	2 a r aa 2	NOUN:P	opinion;view_[auto]					شهد دعباس
10960	ر.ء.ي		ر	رَايِة	راية	رَايِة	raAyip	raAyip	r aa y e	NOUN:FS	white_flag	رايَة				شهد دعباس
10961	ر.ء.ي		ر	رَايِة	راية	رَايِة	raAyip	raAyip	r aa y e	NOUN:FS	wedding_ceremony	عُرُس	رايحين عراية خالد		أريحا	شهد دعباس
10962	ر.ء.ي		ر	مْرَايِة	مراية	مْرَايِة	moraAyip	moraAyip	m r aa y e	NOUN:FS	mirror	مِرآة				شهد دعباس
10963	ر.ء.ي		ر	رُؤيَا	رؤيا	رُؤَى	ru&yaA	ru&aY	r u 2 a	NOUN:P	dream_[auto]		أنت الك عتفسير الرُّؤَى والأحلام			شهد دعباس
10964	ر.ء.ي		ر	مْرَايِة	مراية	مِرِي	moraAyip	miriy	m i r i	NOUN:P	mirror_[auto]					شهد دعباس
10965	ر.ء.ي		ر	مْرَايِة	مراية	مُرِي	moraAyip	muriy	m u r i	NOUN:P	mirror_[auto]		مسحت كل مُرِي الدار			شهد دعباس
10966	ر.ء.ي		ر	مْرَايِة	مراية	مَرَايَا	moraAyip	maraAyaA	m a r aa y a	NOUN:P	mirror_[auto]					شهد دعباس
10967	ر.ء.ي		ر	رَأَى	رأى	يَامَن دَرَى وعَينِي تَرَى	ra>aY	yaAman daraY wEayniy taraY	y aa m a n # d a r a w # 3 ee n i # t a r a	VERB:PHRASE	It_is_an_idiomatic_expression_that_means_"hopefully"	يا ليت	يامَن دَرَى وعيني تَرَى وأنت راجعلنا بالسلامة يا حبيبي			شهد دعباس
10968	ر.ء.ي		ر	رَايِة	راية	أُسْبُوع الرَّايِة	raAyip	>usobuwE Alr~aAyip	2 i s b uu 3 # 2 i r r aa y e	NOUN:PHRASE	wedding_ceremony	عُرُس	رايحين عراية خالد		أريحا	شهد دعباس
10969	ر.ء.ي		ر	اِرْتَأى	ارتأى	اِرْتَئِي	Airota>Y	Airota}iy	2 i r t a 2 i	VERB:C	see;think_[auto]					شهد دعباس
10970	ر.ء.ي		ر	رَأَى	رأى	ر	ra>aY	r	r i	VERB:C	see			The command form in MSA. It is not usually used in spoken PAL Arabic		شهد دعباس
10971	ر.ء.ي		ر	أَرَى	أرى	ر	>araY	r	r i	VERB:C	see			The command form in MSA. It is not usually used in spoken PAL Arabic		شهد دعباس
10972	ر.ء.ي		ر	رَأَى	رأى	يَرَى	ra>aY	yaraY	y a r a	VERB:I	see					شهد دعباس
10973	ر.ء.ي		ر	أَرَى	أرى	يَرَى	>araY	yaraY	y a r a	VERB:I	see	يَرَى				شهد دعباس
10974	ر.ء.ي		ر	اِرْتَأى	ارتأى	يِرْتَئِي	Airota>Y	yirota}iy	y i r t a 2 i	VERB:I	see;think					شهد دعباس
